Tanggal;Harga
2022-11-27;113960
2022-11-28;114090
2022-11-29;114580
2022-11-30;113910
2022-12-01;113900
2022-12-02;114610
2022-12-03;114290
2022-12-04;114400
2022-12-05;114170
2022-12-06;114170
2022-12-07;114290
2022-12-08;114900
2022-12-09;114600
2022-12-10;114600
2022-12-11;114460
2022-12-12;113370
2022-12-13;114000
2022-12-14;115010
2022-12-15;114560
2022-12-16;114720
2022-12-17;114820
2022-12-18;115380
2022-12-19;114300
2022-12-20;114210
2022-12-21;114440
2022-12-22;114220
2022-12-23;115770
2022-12-24;115390
2022-12-25;116230
2022-12-26;115390
2022-12-27;114420
2022-12-28;115350
2022-12-29;115110
2022-12-30;115670
2022-12-31;115520
2023-01-01;116100
2023-01-02;116520
2023-01-03;115500
2023-01-04;116510
2023-01-05;115740
2023-01-06;115280
2023-01-07;116970
2023-01-08;115650
2023-01-09;116330
2023-01-10;116000
2023-01-11;115160
2023-01-12;115510
2023-01-13;115150
2023-01-14;116040
2023-01-15;116320
2023-01-16;115250
2023-01-17;115520
2023-01-18;114900
2023-01-19;115110
2023-01-20;115800
2023-01-21;115660
2023-01-22;116930
2023-01-23;115700
2023-01-24;115810
2023-01-25;115630
2023-01-26;114920
2023-01-27;115770
2023-01-28;115550
2023-01-29;115870
2023-01-30;116000
2023-01-31;115180
2023-02-01;115590
2023-02-02;115600
2023-02-03;115390
2023-02-04;115690
2023-02-05;115030
2023-02-06;115640
2023-02-07;115560
2023-02-08;116670
2023-02-09;117200
2023-02-10;116050
2023-02-11;114890
2023-02-12;115370
2023-02-13;114740
2023-02-14;114870
2023-02-15;114230
2023-02-16;115100
2023-02-17;114730
2023-02-18;114880
2023-02-19;115370
2023-02-20;115030
2023-02-21;115240
2023-02-22;114950
2023-02-23;114890
2023-02-24;115000
2023-02-25;116080
2023-02-26;115970
2023-02-27;115410
2023-02-28;114460
2023-03-01;115290
2023-03-02;114820
2023-03-03;113980
2023-03-04;115090
2023-03-05;115340
2023-03-06;114830
2023-03-07;114650
2023-03-08;114280
2023-03-09;115220
2023-03-10;115180
2023-03-11;116130
2023-03-12;115620
2023-03-13;115270
2023-03-14;115200
2023-03-15;114540
2023-03-16;115200
2023-03-17;114710
2023-03-18;116080
2023-03-19;115420
2023-03-20;115160
2023-03-21;116000
2023-03-22;115970
2023-03-23;115320
2023-03-24;115910
2023-03-25;115640
2023-03-26;115420
2023-03-27;115950
2023-03-28;115850
2023-03-29;115960
2023-03-30;115700
2023-03-31;115620
2023-04-01;115870
2023-04-02;115910
2023-04-03;115740
2023-04-04;115380
2023-04-05;115790
2023-04-06;116460
2023-04-07;115910
2023-04-08;116100
2023-04-09;114870
2023-04-10;116070
2023-04-11;115940
2023-04-12;115490
2023-04-13;115600
2023-04-14;115610
2023-04-15;117290
2023-04-16;116010
2023-04-17;117060
2023-04-18;117090
2023-04-19;118360
2023-04-20;120220
2023-04-21;122820
2023-04-22;126220
2023-04-23;120690
2023-04-24;119960
2023-04-25;119930
2023-04-26;118640
2023-04-27;118010
2023-04-28;118310
2023-04-29;118590
2023-04-30;117890
2023-05-01;117510
2023-05-02;116960
2023-05-03;117440
2023-05-04;117560
2023-05-05;117280
2023-05-06;117270
2023-05-07;117200
2023-05-08;117020
2023-05-09;117830
2023-05-10;117460
2023-05-11;117770
2023-05-12;116640
2023-05-13;117650
2023-05-14;116720
2023-05-15;115980
2023-05-16;116640
2023-05-17;117430
2023-05-18;116530
2023-05-19;116530
2023-05-20;116440
2023-05-21;116610
2023-05-22;116640
2023-05-23;116450
2023-05-24;116390
2023-05-25;116690
2023-05-26;116380
2023-05-27;116590
2023-05-28;116690
2023-05-29;116400
2023-05-30;116470
2023-05-31;116610
2023-06-01;115840
2023-06-02;116190
2023-06-03;116770
2023-06-04;117210
2023-06-05;116510
2023-06-06;116560
2023-06-07;116440
2023-06-08;115820
2023-06-09;116840
2023-06-10;116700
2023-06-11;115480
2023-06-12;116400
2023-06-13;116060
2023-06-14;115960
2023-06-15;115830
2023-06-16;116550
2023-06-17;115940
2023-06-18;117080
2023-06-19;116060
2023-06-20;116840
2023-06-21;116840
2023-06-22;116990
2023-06-23;116520
2023-06-24;117270
2023-06-25;116540
2023-06-26;116530
2023-06-27;116300
2023-06-28;117730
2023-06-29;116640
2023-06-30;116480
2023-07-01;116540
2023-07-02;115440
2023-07-03;116640
2023-07-04;115830
2023-07-05;115860
2023-07-06;115500
2023-07-07;116850
2023-07-08;115830
2023-07-09;116460
2023-07-10;116060
2023-07-11;116100
2023-07-12;116280
2023-07-13;116350
2023-07-14;115580
2023-07-15;115660
2023-07-16;116440
2023-07-17;116320
2023-07-18;116430
2023-07-19;116340
2023-07-20;116320
2023-07-21;116330
2023-07-22;116790
2023-07-23;116100
2023-07-24;117060
2023-07-25;115810
2023-07-26;116540
2023-07-27;116410
2023-07-28;116330
2023-07-29;117460
2023-07-30;116210
2023-07-31;115430
2023-08-01;116500
2023-08-02;116190
2023-08-03;116340
2023-08-04;116290
